premise,hypothesis,label,idx
Focus of the project will be on shipbuilding.,There is a lack of coastal engineers.,0,3042
Focus of the project will be on decentralized water distribution.,There is an absence of institutional arrangements for managing the shared aquifer systems. the private sector and households are coping through implementing unlicensed wells and small-scale desalination.,0,3043
"Focus of the project will be producing a drought-resistant crop that has many uses in the food sector as well as others; enhance and protect the marine ecosystem; encourage new and diverse livelihood options in the local area, and contribute to the reduction in use of land-based chemical fertilizers.","There is considerable uncertainty regarding both the positive and negative environmental impacts of seaweed cultivation. There are indications that processing for conservation requires substantial resources, which could be required directly after harvest",1,3044
Focus of the project will be on improving the protection of marine and coastal ecosystems by offering a port-based technical solution to treat ballast water of vessels,"There is evidence that cholera epidemics can be directly associated with ballast water discharges (see Examples of IAS). While Vibrio cholerae and other pathogens are normal constituents of coastal waters, they do not ordinarily occur in high enough concentrations to cause human health problems. However, with expanding world trade and an increasing number of ships moving among international ports, the transfer of microbes could well be the most insidious threat related to ballast water discharge.",1,3045
Focus of the project will be on solid waste to electricity generation.,There is no provision for generating electricity using the landfill gas.,1,3046
Focus of the project will be on ozone layer preservation.,"There should be noted, however, the emergence of eye affections such as blinding cataract, favoured by the increase of the incidence of ultraviolet rays, following the destruction of the ozone layer.",1,3047
Focus of the project will be on recycling and recovery facilities.,"There will be preparation of didactics material and several training (professionals of health and others) related to CC effects (extreme phenomena and others). the initial training of trainers will allow the subsequent training at several levels, being used for the effect and whenever possible, the human resources of the own institution. It will be prepared equally and trained the largest number of people possible, in order to help the massive intervention and in adverse situation, a catastrophe, always seeking the domain of the health and the articulation with the civil protection. In the project third year, the peoples recycling will be accomplished previously formed.",1,3048
Focus of the project will be on recycling and recovery facilities.,There would be a need for short training programs on use of recycling equipment for sorting.,1,3049
"Focus of the project will be on latrines, on-site disposal and alternative sanitation systems, including the promotion of household and community investments in the construction of these facilities.","These cities are also where infrastructure insufficiencies are dealt with by improvised measures, such as latrines discharging into the open and distribution of water by unlicensed agents using methods that are not appropriate for water transport and storage, increasing the risk of contracting infectious diseases.",1,3050
Focus of the project will be on afforestation for desertification control.,"These ecosystems are vital to subsistence for at-risk populations, the protection of natural resources and the fight against desertification.",0,3051
Focus of the project will be on afforestation for integrated forestry projects.,"These efforts have been further augmented by policies like national agro-forestry policy NAP), REDD-Plus policy, Joint Forest Management; National Afforestation Programme and proposed devolution of about USD NUMBER billion under Compensatory Afforestation to states.",0,3052
Focus of the project will be on marine pollution control.,Third priority project: buffering marine habitats and sustaining fish populations under climate change conditions through community-based MPA management and ecosystem sensitive fishery practices at Wetthay Chaing (bay) coastal area.,1,3053
Focus of the project will be on aquaculture.,Third priority: community based eco-friendly aquaculture systems,1,3054
Focus of the project will be on aquaculture.,Third priority: community based eco-friendly aquaculture systems ,1,3055
Focus of the project will be on aquaculture.,Third priority: community based eco-friendly aquaculture systems (e.g.,1,3056
Focus of the project will be on aquaculture.,"Third priority: community based ecofriendly aquaculture systems (e.g. mudcrab, clam, shrimp and tilapia) for enhancing the climate change resilience of rural livelihoods and supporting the recovery of mangrove forest ecosystems.",1,3057
"Focus of the project will be on sustainable restoration of wetland (including peatlands, marshes, deltas, floodplains) and riverine ecosystems.",Third priority: community-based mangrove restoration for climate-resilient ecosystems and rural livelihoods in vulnerable and degraded coastal regions.,1,3058
Focus of the project will be on afforestation for desertification control.,"This  program  will  be  implemented  in  synergy  with  the  framework  of  the convention    to Combat    Desertification    (CCD).    All    activities    will    be implemented   in  close cooperation   with   the   Ministry   of  Agriculture   and Irrigation (MOI),  Agricultural Research and Extension  Authority  (AREA),   MWE, private  sector  local  organizations,  farmers, NGOs,   national  policymakers and donors.",1,3059
"Focus of the project will be on large scale transmission, conveyance and distribution water systems.",This  project  aims  at  improving  the  efficiency  of  both  rural  and  urban  water  supply systems by introducing  measures geared towards reducing losses due to leakage from old and dilapidated  networks  as  well  as  developing  new  pump  designs  for  groundwater abstraction.,1,3060
Focus of the project will be on large water supply systems.,This  project  aims  at  improving  the  efficiency  of  both  rural  and  urban  water  supply systems by introducing  measures geared towards reducing losses due to leakage from old and dilapidated  networks  as  well  as  developing  new  pump  designs  for  groundwater abstraction.,1,3061
"Focus of the project will be on rural water supply schemes using handpumps, spring catchments, gravity-fed systems, rainwater collection and fog harvesting, storage tanks, small distribution systems typically with shared connections/points of use.",This  project  aims  at  improving  the  efficiency  of  both  rural  and  urban  water  supply systems by introducing  measures geared towards reducing losses due to leakage from old and dilapidated  networks  as  well  as  developing  new  pump  designs  for  groundwater abstraction.,1,3062
Focus of the project will be on water supply pumping stations.,This  project  aims  at  improving  the  efficiency  of  both  rural  and  urban  water  supply systems by introducing  measures geared towards reducing losses due to leakage from old and dilapidated  networks  as  well  as  developing  new  pump  designs  for  groundwater abstraction.,1,3063
"Focus of the project will be on motor vehicles, motor passenger cars and aircraft building.","This applies, for example, in sustainable industry (motor and thermal electrification), in electro-mobility (electric public transport and commercial vehicles), hydrogen (heavy vehicles and machine units) and sustainable buildings (electric heating).",1,3064
Focus of the project will be on fish stock protection.,"This conjuncture, if the devices of fish concentration be installed near of the coast, a lot of species will be attracted and consequently an area of close fishing will be constituted and free from great risks for the fishermen, which would be protected of the effects of tempest lines (very strong winds) as well as fogs.",0,3065
Focus of the project will be on delivering emission reduction in international water (associated with slow steaming and reduction of improved stowage efficiency),"This could include regulatory, technical, operational and economic actions, such as the provision of: Onshore Power Supply (preferably from renewable sources); safe and efficient bunkering of alternative low-carbon and zero-carbon fuels; incentives promoting sustainable low-carbon and zero-carbon shipping; and support for the optimization of port calls including facilitation of just-in-time arrival of ships.",1,3066
Focus of the project will be on supplying water to commercial and residential establishments.,"This indicates that although the Phuket region is likely to get normal or slight increase in precipitation on the long term, the likelihood of the severe drought in any particular year exists. These effects may be further intensified by the seasonal variability. Taking this into account along with anticipated changes in future precipitation ranges, ERM classified the overall risk towards water availability as High.",1,3067
"Focus of the project will be on use of biogases from anaerobic fermentation (e.g. landfill gas, sewage sludge gas, fermentation of energy crops and manure) and thermal processes (also known as syngas).","This infrastructure will draw on current international iwwtw energy positive low carbon designs, that comprises a series of stages.These stages will take into account energy efficient processes; the maximization of biogas generation by greater (and more upstream) use of anaerobic processes; the cost-saving potential of renewable energy generated by the biogas (both heat and electricity), which displaces expensive imported energy; and the revenue-earning potential of treated water, surplus renewable energy and carbon credits. The second element focuses on reducing the policy, regulatory and capacity barriers to this project and other similar projects in this sector. The prefeasibility study has addressed the following industrial waste water treatment requirements on a modular basis: Capture of methane and combustion to produce electricity. Removal of fats, oils and greases; Reduction of chemical oxygen demand (COD) and biochemical oxygen demand (BOD); Settling out of solids; Treatment and conditioning of the sludge produced in the process to make them suitable for their intended use andor disposal, and Polishing the water (treat, filter, deionize, disinfect and condition) to a standard suitable for its intended re-use With a view to maximizing the climate change mitigation and overall environmental benefits of the industrial process, and simultaneously strengthening the economic viability of the Pilot Project, the proposed industrial and investment process was based on three stages: Stage 1: two to four pre-treatment lines to reduce the chemical oxygen demand (COD) and bio-chemical oxygen demand (BOD) of the effluent and precipitate out sludge.",1,3068
Focus of the project will be on wastewater to electricity generation.,"This infrastructure will draw on current international iwwtw energy positive low carbon designs, that comprises a series of stages.These stages will take into account energy efficient processes; the maximization of biogas generation by greater (and more upstream) use of anaerobic processes; the cost-saving potential of renewable energy generated by the biogas (both heat and electricity), which displaces expensive imported energy; and the revenue-earning potential of treated water, surplus renewable energy and carbon credits. The second element focuses on reducing the policy, regulatory and capacity barriers to this project and other similar projects in this sector. The prefeasibility study has addressed the following industrial waste water treatment requirements on a modular basis: Capture of methane and combustion to produce electricity. Removal of fats, oils and greases; Reduction of chemical oxygen demand (COD) and biochemical oxygen demand (BOD); Settling out of solids; Treatment and conditioning of the sludge produced in the process to make them suitable for their intended use andor disposal, and Polishing the water (treat, filter, deionize, disinfect and condition) to a standard suitable for its intended re-use With a view to maximizing the climate change mitigation and overall environmental benefits of the industrial process, and simultaneously strengthening the economic viability of the Pilot Project, the proposed industrial and investment process was based on three stages: Stage 1: two to four pre-treatment lines to reduce the chemical oxygen demand (COD) and bio-chemical oxygen demand (BOD) of the effluent and precipitate out sludge.",1,3069
Focus of the project will be on waste to production.,"This leads to severe environmental consequences (Sanneh et al. 2011), which can be exacerbated by the expected growth in waste generation volume in the future.",0,3070
"Focus of the project will be producing a drought-resistant crop that has many uses in the food sector as well as others; enhance and protect the marine ecosystem; encourage new and diverse livelihood options in the local area, and contribute to the reduction in use of land-based chemical fertilizers.","This nature article provides an estimate of the carbon that macroalgae forests sequester. They estimate that 11% of net primary production is sequestered (with 25% and 75% quartile ranges of this estimate being 4-17% sequestration). Kelp Blue�s projected NPP at full scale is 241,000 tonC/year, so low to medium estimates of sequestration from a natural stand of this size would be 9,665 � 27,411 TgC/year. This does not consider emissions associated to operations though. Kelp Blue�s estimations for sequestration from an aquaculture system are 3,771 � 22,960 tons of CO2/year using an estimate of sequestration of 455 tons of CO2 per km2",1,3071
"Focus of the project will be producing a drought-resistant crop that has many uses in the food sector as well as others; enhance and protect the marine ecosystem; encourage new and diverse livelihood options in the local area, and contribute to the reduction in use of land-based chemical fertilizers.","This project has the potential to provide climate change mitigation through the sequestration of carbon via kelp detritus, and the displacement of more carbon-intensive feed and textile products from land-based agriculture, but there are large uncertainties in the sequestration estimations, lack of information on the products to be displaced and comparison of carbon footprints throughout their life-cycle, and thus a lack of concrete information to assert that this mitigation potential will be met. ",1,3072
"Focus of the project will be producing a drought-resistant crop that has many uses in the food sector as well as others; enhance and protect the marine ecosystem; encourage new and diverse livelihood options in the local area, and contribute to the reduction in use of land-based chemical fertilizers.","This project has the potential to provide climate change mitigation through the sequestration of carbon via kelp detritus, and the displacement of more carbon-intensive feed and textile products from land-based agriculture, but there are large uncertainties in the sequestration estimations, lack of information on the products to be displaced and comparison of carbon footprints throughout their life-cycle, and thus a lack of concrete information to assert that this mitigation potential will be met. ",1,3073
Focus of the project will be on integrated fishery projects.,This project is part of the aim to ensure a participatory management of fishing resources to the benefit of Guinea-Bissau coastal communities through the appropriation of their water space and resources.,1,3074
Focus of the project will be on urban schemes using handpumps and local neighbourhood networks including those with shared connections.,This section presents a summary of the main urban planning and development actions and instruments in effect or foreseen in public policies. The objective is to present aspects of government activities that contribute toward reducing some of the aforementioned vulnerabilities.,0,3075
"Focus of the project will be producing a drought-resistant crop that has many uses in the food sector as well as others; enhance and protect the marine ecosystem; encourage new and diverse livelihood options in the local area, and contribute to the reduction in use of land-based chemical fertilizers.","This source provides a history of the use of seaweeds as fertilizers, though it may be somewhat outdated regarding present use ",1,3076
Focus of the project will be on non-renewable waste-fired electric power plants.,This waste to energy target is not considered part of the renewable energy target.,1,3077
Focus of the project will be on on-shore power for ports.,This will offset the combustion of fossil fuels to produce power where there is no access to the electricity grid.,0,3078
Focus of the project will be on improving the protection of marine and coastal ecosystems by offering a port-based technical solution to treat ballast water of vessels,"Threats to biodiversity include alien Invasive Species, which are causing species loss and ecosystem simplification and breakdown",1,3079
Focus of the project will be on atmospheric water generation.,"Threats to future generation water shortage, high cost of infiltration and chemical Treatments.",0,3080
"Focus of the project will be on supply of industrial crops/export crops (including sugar; coffee, cocoa, tea; oil seeds, nuts, kernels; fibre crops; tobacco; rubber).","Three common options for agriculture, livestock farming and forestry.",0,3081
Focus of the project will be on water resources data collection.,Three options for the water resources sector.,0,3082
Focus of the project will be on water utility companies.,Three options for the water resources sector.,0,3083
Focus of the project will be on water supply pumping stations.,Three small multi-purpose reservoirs constructed in critical drought areas.,0,3084
Focus of the project will be on measures to protect endangered or vulnerable species and their habitats (e.g. wetlands preservation).,"Thus, adaptation measures for biodiversity must include actions to reduce exposure to non-climate factors, especially recovery of native vegetation and establishment of protected areas, measures to promote consideration of future climate-change scenarios during development and planning of biodiversity- conservation policies.",1,3085
Focus of the project will be on food crop production.,Time crop cultivation in direct response to changing patterns of rainfall.,1,3086
Focus of the project will be on exploitation and utilisation of fisheries.,"To   improve   sustainable   management   of   fisheries   resources   through strengthened research, planning, regulation, and monitoring.",1,3087
Focus of the project will be on integrated fishery projects.,"To   improve   sustainable   management   of   fisheries   resources   through strengthened research, planning, regulation, and monitoring.",1,3088
"Focus of the project will be on large scale transmission, conveyance and distribution water systems.",To  integrated  macro-and  micro-catchments  for  water  harvesting  within the existing land use system.,0,3089
Focus of the project will be on irrigation  for agricultural use.,To  promote  water-saving  irrigation  methods  such  as  drip  technique  for irrigating crops in pilot areas.,1,3090
"Focus of the project will be on conservation and rehabilitation of inland surface waters (rivers, lakes etc.), ground water and coastal waters.","To  protect  coastal  wetlands,  estuaries,  aquifers  and  infrastructure  from potential saline   water   intrusion,   coastal   flooding   and   sea  level  rise associated with climate change.",1,3091
Focus of the project will be on on-shore power for ports.,To access electric energy from the hydropower for multiuse.,0,3092
Focus of the project will be on sustainable solutions for ports.,To achieve sustainable coastal zone management and livelihoods in the face of climate change.,0,3093
Focus of the project will be on ballast water treatment.,"To adopt a maintenance program, and to upgrade distribution of water to meet requirements of water charge on user-consumption basis.",0,3094
Focus of the project will be on shipbuilding.,"To allow a sustained development of craft sector; To improve the capacities of navigation of fishermen, in way to minimize the effects of climate changes, facilitating equipments and materials to subsidized credit (GPS, compasses, embarkations with better capacity, lifejackets and signaling rockets).",1,3095
Focus of the project will be on water resources data collection.,"To assess impacts of urban water supplies on other natural resources, systems and subsistence activities.",0,3096
"Focus of the project will be on river and other inland water transport, inland barges and vessels.","To assure the transportation of goods, water and fuels.",0,3097
Focus of the project will be on aquaculture.,To build the capacity of local communities for planning and implementing adaptation options for small-scale aquaculture.,1,3098
Focus of the project will be on aquaculture.,To carry out infrastructure development and supports research and extension in Aquaculture production in Eastern Province.,1,3099
Focus of the project will be on atmospheric water generation.,To conduct studies and introduce sustainable water supply with closed systems preventing evaporation loss.,0,3100
Focus of the project will be on agricultural water resources.,"To conserve  ground  water  resources  used  for  agriculture  through  water saving technologies, techniques and practices.",1,3101
Focus of the project will be on ground water exploitation for agricultural use.,"To conserve  ground  water  resources  used  for  agriculture  through  water saving technologies, techniques and practices.",1,3102
Focus of the project will be on measures to protect endangered or vulnerable species and their habitats (e.g. wetlands preservation).,To conserve and wisely use the selected wetlands to promote the adaptation capacity of the rural community for climate shocks.,0,3103
Focus of the project will be on atmospheric water generation.,To conserve domestic water sources and management of climate-induced disasters.,0,3104
Focus of the project will be on railroad equipment building.,To construct and improve tracks to act as firebreaks in parks.,1,3105
Focus of the project will be on reservoirs and hydraulic structures for agricultural use.,To construct reservoirs for glacier melt water harvesting.,0,3106
Focus of the project will be on reservoirs and hydraulic structures for agricultural use.,To construct small multi-purpose reservoirs in three critical drought prone areas.,0,3107
Focus of the project will be on reservoirs and hydraulic structures for agricultural use.,To construct water reservoirs and water diversion facilities to transfer water resources to dry regions.,0,3108
Focus of the project will be on water concessions.,To construct water reservoirs and water diversion facilities to transfer water resources to dry regions.,0,3109
Focus of the project will be on water pumping.,To construct water reservoirs and water diversion facilities to transfer water resources to dry regions.,0,3110
Focus of the project will be on ground water exploitation for agricultural use.,To develop arable production with runoff farming rain water harvesting.,0,3111
Focus of the project will be on reservoirs and hydraulic structures for agricultural use.,To develop small water reservoirs for wildlife in highland upstream areas of natural hazard prone areas.,0,3112
Focus of the project will be on railroad equipment building.,To do the maintenance of the equipments and other infrastructures.,0,3113
Focus of the project will be on nutrient extraction.,To enhance technical capacities related to research and development of standardized and high quality biological fertilizers.,0,3114
Focus of the project will be on supply of fertilizers for agricultural use.,To enhance technical capacities related to research and development of standardized and high quality biological fertilizers.,1,3115
Focus of the project will be on basic sanitation.,"To ensure sustainable, sufficient and standardized water supply and sanitation facilities for the people.",1,3116
"Focus of the project will be on latrines, on-site disposal and alternative sanitation systems, including the promotion of household and community investments in the construction of these facilities.","To ensure sustainable, sufficient and standardized water supply and sanitation facilities for the people.",1,3117
Focus of the project will be on decentralized water distribution.,"To face up to this situation, new socially and economically feasible approaches for promoting universal access to water supply have been gaining strength, based on extensive social mobilization and participation.",0,3118
Focus of the project will be on decentralized water treatment.,To implement integrated water resource management systems.,0,3119
"Focus of the project will be on large scale transmission, conveyance and distribution water systems.",To implement integrated water resource management systems.,0,3120
Focus of the project will be on large water supply systems.,To implement integrated water resource management systems.,0,3121
Focus of the project will be on water transport.,To implement integrated water resource management systems.,0,3122
"Focus of the project will be on river and other inland water transport, inland barges and vessels.",To improve fishery resources Waterways; To improve rural livelihoods by supplying sufficient water for irrigation and domestic uses; and To improve provincial water transportation.,0,3123
"Focus of the project will be on rural water supply schemes using handpumps, spring catchments, gravity-fed systems, rainwater collection and fog harvesting, storage tanks, small distribution systems typically with shared connections/points of use.",To improve management of rural water resources.,1,3124
Focus of the project will be on supply of seeds for agricultural use.,To improve seedgrain storage techniques in the face of climate change to reduce product and associated financial losses.,0,3125
Focus of the project will be on decentralized water distribution.,To increase a network of water collection systems and points for the affected communities.,0,3126
Focus of the project will be on water supply pumping stations.,To increase a network of water collection systems and points for the affected communities.,0,3127
Focus of the project will be on irrigation  for agricultural use.,To increase domestic water supply and livestock through water harvesting.,1,3128
Focus of the project will be on ground water exploitation for agricultural use.,"To increase the availability of water for livestock, crop irrigation, aquaculture, energy , rural industry and domestic use.",0,3129
Focus of the project will be on nutrient extraction.,"To increase the nutritional level of the populations, both in quantity and quality.",0,3130
Focus of the project will be on supply of fertilizers for agricultural use.,"To increase the use of organic fertilizers in agricultural production, thereby generating improvements in soil quality in natural hazard prone areas.",1,3131
Focus of the project will be on agricultural water resources.,To increases capacity of farmers and key actors to utilize water for agricultural production.,1,3132
Focus of the project will be on reservoirs and hydraulic structures for agricultural use.,To increases capacity of farmers and key actors to utilize water for agricultural production.,0,3133
Focus of the project will be on atmospheric water generation.,"To install the equipment for power generation from methane from two underground mines five coal-pits) to install mini hydro power plants with the power generation capacity of up to NUMBER MW and the total generation capacity of NUMBER MW, by 2030 to install wind farms of the power generation capacity of NUMBER MW by 2030.",0,3134
Focus of the project will be on ballast water treatment.,"To introduce new technologies for water saving, and treatment.",0,3135
Focus of the project will be on water treatment facilities.,"To introduce new technologies for water saving, and treatment.",1,3136
Focus of the project will be on ballast water treatment.,To introduce water saving and water treatment technologies.,0,3137
Focus of the project will be on domestic and industrial waste water treatment plants.,To introduce water saving and water treatment technologies.,0,3138
Focus of the project will be on potable water treatment plants.,To introduce water saving and water treatment technologies.,1,3139
Focus of the project will be on water treatment facilities.,To introduce water saving and water treatment technologies.,1,3140
"Focus of the project will be on latrines, on-site disposal and alternative sanitation systems, including the promotion of household and community investments in the construction of these facilities.",To manage and utilize the municipal waste and link it with clean development mechanism.,0,3141
Focus of the project will be on municipal and industrial solid waste management (including hazardous and toxic waste).,To manage and utilize the municipal waste and link it with clean development mechanism.,1,3142
"Focus of the project will be on solid waste treatment, waste to production, recycling and recovery facilities.",To manage and utilize the municipal waste and link it with clean development mechanism.,1,3143
"Focus of the project will be on use of waste-fired power plants making use of biodegradable municipal waste (household waste and waste from companies and public services that resembles household waste, collected at installations specifically designed for their disposal with recovery of combustible liquids, gases or heat).",To manage and utilize the municipal waste and link it with clean development mechanism.,0,3144
Focus of the project will be on electric power plants that use non-biodegradable industrial and municipal waste as the energy source.,"To mitigate emissions, generate power and reduce pollution from non-recyclable waste.",1,3145
Focus of the project will be on solid waste to electricity generation.,"To mitigate emissions, generate power and reduce pollution from non-recyclable waste.",1,3146
Focus of the project will be on water treatment facilities.,"To proceed to sanitary actions, the repair and re-establishment of water and energy facilities.",0,3147
Focus of the project will be on port waste and wastewater treatment.,To promote  reuse of treated  wastewater  for increasing  wetlands areas  in pilot costal cities.,0,3148
Focus of the project will be on basic sanitation.,To promote and implement appropriate interventions aimed at improving hygiene and access to acceptable sanitation and safer water.,1,3149
Focus of the project will be on flood prevention and control.,To protect agricultural land in areas affected by flooding.,1,3150
Focus of the project will be on exploitation and utilisation of fisheries.,"To pursue effective strategies, including the continued improvement of administrative and legal machinery, for managing fisheries resources and their exploitation.",1,3151
Focus of the project will be on shipbuilding.,To put to the disposition of craft fishermen profitable and closer fishing areas of the respective beaches.,0,3152
Focus of the project will be on measures to protect endangered or vulnerable species and their habitats (e.g. wetlands preservation).,To raise public awareness about the importance of wetlands.,0,3153
Focus of the project will be on integrated fishery projects.,"To rationalize national planning, research, education, extension and monitoring capacity in regard to fisheries.",1,3154
Focus of the project will be on prevention of water contamination.,To reduce the impact of unclean water on peoples health in flood and drought prone areas.,1,3155
Focus of the project will be on air pollution control.,"To reduce the increasing rate of ghg emissions and air pollution caused by the transport sector, especially from road transport.",1,3156
"Focus of the project will be on sustainable restoration of wetland (including peatlands, marshes, deltas, floodplains) and riverine ecosystems.",To rehabilitate degraded and eroded wetlands in the mountain areas.,1,3157
Focus of the project will be on natural reserves and actions in the surrounding areas.,To review existing environmental  and resource use policies and regulation; Off-farm land and natural resource management; Promote protected area management activities.,1,3158
"Focus of the project will be on latrines, on-site disposal and alternative sanitation systems, including the promotion of household and community investments in the construction of these facilities.","To stimulate the building of latrines following some technological measures for protection of ground waters, especially in urban centres.",1,3159
Focus of the project will be on exploitation and utilisation of fisheries.,"To utilize the nations fisheries resources in support of economic growth, social betterment, human resource development, employment creation and a sound ecological balance.",1,3160
Focus of the project will be on decarbonization of coastal and inland shipping.,Total coastal areas demarcated as ulnerable to inundation.,0,3161
Focus of the project will be on decarbonization of coastal and inland shipping.,Total coastal areas demarcated with vulnerability to inundation.,0,3162
"Focus of the project will be on investing in collapsible intermodal container and  to its drastic improvements in container intermodal transportation efficiency, the company has the potential to substantially contribute to sectoral carbon emission reduction on land, in port, and at sea. ","Total greenhouse gas  emissions from maritime shipping increased by 10% from 2012 to 2018.  Most striking were the increases in short-lived climate pollutants, also known as climate super pollutants, including a 12% increase in black carbon emissions and a 150% increase in methane emissions.  The study highlights that much work lies ahead if the sector is to meet IMO�s goal of cutting greenhouse gas emissions from international shipping by at least 50% from 2008 levels by 2050. Demand for shipping grew twice as quickly as fuel efficiency improved over the study period. In the future, business-as-usual greenhouse gas emissions from shipping are projected to increase by up to 50% above 2018 levels by 2050",1,3163
Focus of the project will be on waste to production.,Train and raise awareness of stakeholders on waste issues.,0,3164
Focus of the project will be on supply of agricultural machinery/equipment.,Train farmers on the processing and storing of human and animal food stuffs.,0,3165
Focus of the project will be on natural reserves and actions in the surrounding areas.,Train local communities in management of the selected climate sensitive natural resources.,0,3166
Focus of the project will be on railroad equipment building.,Train technicians in charge of collecting data from the standardized stations.,0,3167
Focus of the project will be on water treatment facilities.,Training  programs  for  stakeholders  in  the  application  of  techniques  to improve water use efficiency conducted.,0,3168
Focus of the project will be on water supply pumping stations.,Training conducted to ensure maintenance and efficient operation of installed solar energy power water supply system.,0,3169
Focus of the project will be on food crop production.,"Training farmers on storage, utilization and value-adding of the outputs from crops and animals.",1,3170
Focus of the project will be on supply of agricultural machinery/equipment.,"Training farmers on storage, utilization and value-adding of the outputs from crops and animals.",0,3171
Focus of the project will be on railroad equipment building.,Training of technical staff to operate modern rail systems.,0,3172
Focus of the project will be on railroad equipment building.,Training on rwh system construction and maintenance delivered to CBOs and other interested community representatives.,0,3173
Focus of the project will be on decarbonization of port handling and rolling equipment.,Training on the system and procedures after banned products are flagged delivered to Customs Officers and Brokers.,0,3174
Focus of the project will be on food crop production.,Training professional staff and producers on the system of production of the major food crops including soil fertility and moisture conservation integrated management techniques Promoting and improving access to renewable energies sources in order to safeguard forest resources and reduce the populations vulnerability to Climate-related effects.,1,3175
Focus of the project will be on supply of agricultural machinery/equipment.,Training professional staff and producers on the system of production of the major food crops including soil fertility and moisture conservation integrated management techniques. Promoting and improving access to renewable energies sources in order to safeguard forest resources and reduce the populations vulnerability to climate-related effects.,0,3176
"Focus of the project will be on supply of industrial crops/export crops (including sugar; coffee, cocoa, tea; oil seeds, nuts, kernels; fibre crops; tobacco; rubber).",Training professional staff and producers on the system of production of the major food crops including soil fertility and moisture conservation integrated management techniques. Promoting and improving access to renewable energies sources in order to safeguard forest resources and reduce the populations vulnerability to climate-related effects.,1,3177
Focus of the project will be on railroad equipment building.,Training to support improved application and enforcement of building codes.,0,3178
Focus of the project will be on water supply pumping stations.,Training workshops conducted with local communities in order to increase their awareness regarding the agricultural and health benefits that energy efficient water pumping systems can provide.,1,3179
Focus of the project will be on water transport.,Transferring number million m3 of water per year from north to south for an overall investment of USD NUMBER billion.,1,3180
"Focus of the project will be on motor vehicles, motor passenger cars and aircraft building.",Transport and combustion in industry:  this has been assumed to increase in line with GDP forecasts to NUMBER and then continuing on the same trend to NUMBER (no GDP projected data available to 2030).,0,3181
Focus of the project will be on railroad equipment building.,Transport of heavy loads by railway.,0,3182
"Focus of the project will be on river and other inland water transport, inland barges and vessels.",Transport of heavy loads by railway.,0,3183
"Focus of the project will be on motor vehicles, motor passenger cars and aircraft building.",Transport: Efficient Vehicles; Improved and Expanded Public Transit.,1,3184
"Focus of the project will be on motor vehicles, motor passenger cars and aircraft building.",Transportation: Acquisition of hybrid and electric means of mass transportation.,1,3185
Focus of the project will be on ballast water treatment.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3186
Focus of the project will be on domestic and industrial waste water treatment plants.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,1,3187
Focus of the project will be on large sanitation systems.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3188
Focus of the project will be on port waste and wastewater treatment.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3189
Focus of the project will be on potable water treatment plants.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3190
"Focus of the project will be on solid waste treatment, waste to production, recycling and recovery facilities.",Treatment plants for domestic and industrial wastewater including from mining and other activities.,1,3191
"Focus of the project will be on use of waste-fired power plants making use of biodegradable municipal waste (household waste and waste from companies and public services that resembles household waste, collected at installations specifically designed for their disposal with recovery of combustible liquids, gases or heat).",Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3192
Focus of the project will be on wastewater collection.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,1,3193
Focus of the project will be on wastewater to electricity generation.,Treatment plants for domestic and industrial wastewater including from mining and other activities.,0,3194
Focus of the project will be on ballast water treatment.,"Treatment so as to reduce discharge of pollutants including sediments, sewage, agrochemicals and mining pollutants into water systems and protect aquifers from surface contamination.",0,3195
Focus of the project will be on port waste and wastewater treatment.,"Treatment so as to reduce discharge of pollutants including sediments, sewage, agrochemicals and mining pollutants into water systems and protect aquifers from surface contamination.",0,3196
Focus of the project will be on electric power plants that use non-biodegradable industrial and municipal waste as the energy source.,Troducing energy generation by waste (waste to energy programmes).,1,3197
Focus of the project will be on non-renewable waste-fired electric power plants.,Troducing energy generation by waste (waste to energy programmes).,1,3198
Focus of the project will be on solid waste to electricity generation.,Troduction of ch4 capture and burning in final disposal systems of solid urban waste (with and without electric power generation): NUMBER of urban solid waste generated placed in final disposal sites with this technology.,1,3199
"Focus of the project will be on sustainable management of wetland (including peatlands, marshes, deltas, floodplains) and riverine ecosystems.",Undation and resulting degradation of wetlands and other ecosystems in lowlying areas (e.g. low lying dry forests).,1,3200
"Focus of the project will be on sustainable protection of wetland (including peatlands, marshes, deltas, floodplains) and riverine ecosystems.",Undation and resulting degradation of wetlands and other ecosystems in lowlying areas (e.g. low lying dry forests).,1,3201
